,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
15055,15062,15065,4,2017,7.8,4.0,1.0,2.0,587.0,,1964.3223140495868,-37.76737,145.03944,1350000.0,1,0,0,1,0,0,0,0,1,0,0
15056,15063,15066,3,2017,7.8,3.0,2.0,1.0,1964.3223140495868,145.0,2006.0,-37.75822,145.05056,910000.0,0,0,1,0,1,0,0,0,0,1,0
15057,15064,15067,3,2017,7.8,3.0,2.0,2.0,334.0,128.0,2005.0,-37.76538,145.04964,1300000.0,1,0,0,1,0,0,0,0,1,0,0
15058,15065,15068,3,2017,7.8,3.0,2.0,1.0,805.0,261.0,1930.0,-37.7714,145.05963,2525000.0,1,0,0,0,0,0,0,1,0,1,0
15059,15066,15069,2,2017,7.8,2.0,1.0,1.0,1959.0,,1959.0,-37.77127,145.0499,535000.0,0,0,1,0,1,0,0,0,1,0,0
15060,15067,15070,3,2017,15.5,3.0,1.0,4.0,677.0,,1985.4761904761904,-37.72188,144.81489,580000.0,1,0,0,0,0,0,1,0,0,0,1
15061,15068,15071,3,2017,10.4,3.0,1.0,2.0,647.0,126.0,1975.0,-37.72544,144.85259,670000.0,1,0,0,0,0,1,0,0,1,0,0
15062,15069,15072,3,2017,3.4,3.0,2.0,1.0,68.0,,1962.7978723404256,-37.79554,144.91679,855000.0,0,1,0,0,1,0,0,0,1,0,0
15063,15070,15073,2,2017,3.4,2.0,1.0,0.0,165.0,105.7,1930.0,-37.7902,144.93192,990000.0,1,0,0,0,0,0,1,0,1,0,0
15065,15072,15075,2,2017,5.4,2.0,1.0,1.0,1037.0,,1960.0,-37.80897,145.04759,630000.0,0,0,1,0,1,0,0,0,0,0,1
15066,15073,15076,2,2017,5.4,2.0,1.0,1.0,1947.5964912280701,109.0,1975.0,-37.81439,145.04237,942000.0,0,1,0,0,1,0,0,0,1,0,0
15067,15074,15077,2,2017,5.4,2.0,1.0,2.0,239.0,,1947.5964912280701,-37.8008,145.04336,912500.0,1,0,0,0,1,0,0,0,0,0,1
15068,15075,15078,1,2017,5.4,1.0,1.0,1.0,1947.5964912280701,62.0,1900.0,-37.80468,145.03614,515000.0,0,0,1,0,1,0,0,0,0,1,0
15070,15077,15080,2,2017,5.4,2.0,1.0,1.0,710.0,,1960.0,-37.8055,145.038,672000.0,0,0,1,0,1,0,0,0,1,0,0
15073,15080,15083,4,2017,7.3,4.0,2.0,3.0,794.0,192.0,1950.0,-37.79172,145.05863,2162000.0,1,0,0,0,1,0,0,0,1,0,0
15075,15082,15085,3,2017,7.3,3.0,2.0,4.0,753.0,280.0,1937.0,-37.79017,145.06381,2260000.0,1,0,0,0,1,0,0,0,1,0,0
15076,15083,15086,4,2017,25.2,4.0,2.0,1.0,624.0,159.0,1969.0,-37.9887,145.16158,745000.0,1,0,0,0,1,0,0,0,0,1,0
15078,15085,15088,4,2017,12.1,4.0,1.0,2.0,467.0,120.0,1970.0,-37.7126,145.02996,800001.0,1,0,0,0,0,0,1,0,0,1,0
15079,15086,15089,3,2017,6.4,3.0,1.0,1.0,335.0,,1931.8461538461538,-37.80742,144.88297,1180000.0,1,0,0,0,0,0,0,1,0,1,0
15080,15087,15090,3,2017,16.3,3.0,1.0,2.0,589.0,100.0,1975.0,-37.67056,145.03698,521000.0,1,0,0,0,1,0,0,0,1,0,0
15082,15089,15096,2,2017,5.9,2.0,1.0,2.0,195.0,,1952.159090909091,-37.86916,145.03565,910000.0,0,1,0,0,1,0,0,0,0,1,0
15084,15091,15098,3,2017,5.9,3.0,4.0,2.0,950.0,,1952.159090909091,-37.85905,145.03229,4900000.0,1,0,0,0,0,0,0,1,0,1,0
15085,15092,15099,2,2017,5.9,2.0,1.0,1.0,1952.159090909091,72.9,1977.0,-37.86824,145.03504,592000.0,0,0,1,0,1,0,0,0,0,1,0
15088,15095,15102,1,2017,5.9,1.0,1.0,1.0,1112.0,45.4,1952.159090909091,-37.86561,145.03602,455000.0,0,0,1,0,1,0,0,0,0,1,0
15091,15098,15105,3,2017,8.4,3.0,2.0,2.0,531.0,,1946.3238636363637,-37.86749,145.05122,2265000.0,1,0,0,0,1,0,0,0,0,1,0
15093,15100,15107,3,2017,8.4,3.0,2.0,2.0,580.0,146.0,1930.0,-37.8683,145.03909,1780000.0,1,0,0,0,1,0,0,0,0,1,0
15095,15102,15109,2,2017,4.3,2.0,2.0,2.0,37000.0,90.0,2004.0,-37.77518,144.89254,585000.0,0,0,1,0,1,0,0,0,0,1,0
15097,15104,15111,4,2017,4.3,4.0,2.0,2.0,238.0,221.3,2007.0,-37.7833,144.89717,1085000.0,1,0,0,0,0,0,1,0,0,1,0
15099,15106,15113,4,2017,11.4,4.0,2.0,2.0,568.0,,1954.2857142857142,-37.90688,145.02827,1680000.0,1,0,0,1,0,0,0,0,1,0,0
15103,15110,15117,4,2017,31.7,4.0,2.0,2.0,643.0,30.0,1975.9615384615386,-37.68834,144.56803,400000.0,1,0,0,0,1,0,0,0,0,1,0
15106,15113,15120,4,2017,29.8,4.0,2.0,1.0,766.0,147.0,1980.0,-37.69791,144.5807,355000.0,1,0,0,0,1,0,0,0,0,1,0
15107,15114,15121,5,2017,31.7,5.0,2.0,2.0,666.0,156.0,1976.0,-37.67523,144.55833,355000.0,1,0,0,0,1,0,0,0,0,1,0
15108,15115,15122,3,2017,20.0,3.0,3.0,2.0,93.0,,1976.8292682926829,-37.97917,145.07573,815000.0,0,1,0,0,0,0,1,0,1,0,0
15109,15116,15123,2,2017,20.0,2.0,1.0,1.0,1976.8292682926829,104.0,1980.0,-37.98937,145.06723,800000.0,0,1,0,0,0,0,1,0,0,1,0
15110,15117,15124,3,2017,20.0,3.0,1.0,2.0,530.0,129.0,1980.0,-37.97584,145.08107,885000.0,1,0,0,0,1,0,0,0,1,0,0
15114,15121,15128,3,2017,3.0,3.0,1.0,0.0,207.0,128.0,1890.0,-37.85356,144.96415,2010000.0,1,0,0,0,1,0,0,0,0,1,0
15116,15123,15130,6,2017,3.0,6.0,4.0,2.0,472.0,328.0,1915.0,-37.85231,144.96373,5600000.0,1,0,0,1,0,0,0,0,0,1,0
15117,15124,15131,3,2017,3.0,3.0,2.0,1.0,321.0,,1911.0212765957447,-37.85411,144.96409,1850000.0,1,0,0,1,0,0,0,0,0,1,0
15118,15125,15132,3,2017,17.9,3.0,2.0,1.0,991.0,,1986.9397590361446,-37.65887,145.06254,663500.0,1,0,0,0,0,0,1,0,0,0,1
15119,15126,15133,4,2017,17.9,3.0,2.0,1.0,808.0,184.0,1980.0,-37.67348,145.06982,732000.0,1,0,0,0,1,0,0,0,0,1,0
15120,15127,15134,4,2017,17.9,4.0,2.0,3.0,649.0,158.0,1985.0,-37.67681,145.06414,720000.0,1,0,0,0,1,0,0,0,0,1,0
15122,15129,15136,3,2017,17.9,3.0,1.0,2.0,526.0,113.2,1985.0,-37.67561,145.05641,556500.0,1,0,0,0,1,0,0,0,0,1,0
15130,15137,15144,3,2017,16.2,3.0,1.0,2.0,280.0,,1987.0,-37.73103,145.13404,569000.0,0,0,1,0,1,0,0,0,1,0,0
15131,15138,15145,3,2017,6.2,3.0,2.0,2.0,596.0,203.0,1950.0,-37.76086,144.90497,1850000.0,1,0,0,0,0,0,1,0,0,1,0
15132,15139,15146,2,2017,6.2,2.0,1.0,0.0,233.0,,1946.472972972973,-37.76919,144.91186,1090000.0,1,0,0,0,0,0,1,0,0,1,0
15135,15142,15149,2,2017,6.2,2.0,1.0,0.0,251.0,110.0,1980.0,-37.76856,144.90577,760000.0,1,0,0,1,0,0,0,0,1,0,0
15137,15144,15151,3,2017,14.3,3.0,2.0,2.0,347.0,,1955.0,-37.94274,145.05783,1090500.0,1,0,0,0,1,0,0,0,0,1,0
15138,15145,15152,5,2017,26.5,5.0,2.0,2.0,1254.0,186.75,1980.0,-37.79026,145.33738,872000.0,1,0,0,0,0,0,1,0,0,0,1
15139,15146,15153,3,2017,26.5,3.0,2.0,2.0,947.0,104.0,1978.0,-37.76517,145.3298,730000.0,1,0,0,0,0,0,1,0,0,1,0
15140,15147,15154,1,2017,21.5,1.0,1.0,1.0,1983.24,,1970.0,-38.00508,145.08189,519000.0,0,0,1,0,1,0,0,0,0,1,0
15141,15148,15155,4,2017,21.5,4.0,2.0,2.0,312.0,179.0,2004.0,-38.002,145.08916,1170000.0,0,1,0,0,1,0,0,0,1,0,0
15142,15149,15156,2,2017,14.2,2.0,1.0,1.0,198.0,,1965.107142857143,-37.87135,145.14334,720000.0,0,0,1,0,1,0,0,0,1,0,0
15143,15150,15157,2,2017,14.2,2.0,1.0,1.0,173.0,,1970.0,-37.87142,145.14503,572000.0,0,0,1,0,1,0,0,0,1,0,0
15147,15154,15161,3,2017,14.2,3.0,1.0,2.0,911.0,,1965.107142857143,-37.86906,145.14394,1640000.0,1,0,0,1,0,0,0,0,0,1,0
15149,15156,15163,3,2017,14.2,3.0,2.0,2.0,297.0,135.0,2001.0,-37.8605,145.12853,1011000.0,0,1,0,0,1,0,0,0,0,1,0
15150,15157,15164,5,2017,14.2,5.0,2.0,2.0,728.0,,1965.107142857143,-37.88409,145.12369,1450000.0,1,0,0,0,1,0,0,0,0,0,1
15151,15158,15165,3,2017,18.8,3.0,2.0,2.0,705.0,,1980.1136363636363,-37.92266,145.16733,880000.0,1,0,0,0,0,1,0,0,1,0,0
15156,15163,15170,3,2017,10.1,3.0,2.0,2.0,335.0,,1967.88,-37.90423,145.06168,1256000.0,1,0,0,0,1,0,0,0,0,1,0
15157,15164,15171,1,2017,10.1,1.0,1.0,1.0,1967.88,,1967.88,-37.89166,145.06718,330000.0,0,0,1,0,1,0,0,0,1,0,0
15158,15165,15172,2,2017,10.1,2.0,1.0,2.0,1967.88,,1967.88,-37.89814,145.07455,670000.0,0,0,1,1,0,0,0,0,0,1,0
15161,15168,15175,2,2017,10.1,2.0,1.0,1.0,1166.0,,1967.88,-37.88674,145.07234,602000.0,0,0,1,0,1,0,0,0,1,0,0
15165,15172,15179,4,2017,10.4,4.0,2.0,2.0,650.0,254.0,1955.0,-37.74103,144.88496,1337000.0,1,0,0,0,1,0,0,0,1,0,0
15167,15174,15181,2,2017,1.8,2.0,1.0,0.0,102.0,66.0,1900.0,-37.79489,144.94207,970000.0,1,0,0,0,1,0,0,0,0,0,1
15169,15176,15183,3,2017,5.3,3.0,1.0,1.0,352.0,,1900.0,-37.76708,144.99624,1232000.0,1,0,0,0,1,0,0,0,1,0,0
15171,15178,15185,4,2017,15.4,4.0,2.0,2.0,338.0,,1975.0294117647059,-37.81065,145.17309,950000.0,0,1,0,0,0,0,0,1,1,0,0
15173,15180,15187,2,2017,11.2,2.0,1.0,1.0,106.0,,1982.607142857143,-37.72326,144.91681,460000.0,0,0,1,0,1,0,0,0,0,1,0
15174,15181,15188,4,2017,11.2,4.0,2.0,2.0,697.0,189.0,1960.0,-37.72001,144.91683,1138000.0,1,0,0,0,0,1,0,0,1,0,0
15176,15183,15190,4,2017,12.3,4.0,2.0,2.0,568.0,,1953.148148148148,-37.9054,145.08669,1410000.0,1,0,0,1,0,0,0,0,0,1,0
15177,15184,15191,3,2017,12.3,3.0,1.0,1.0,545.0,,1953.148148148148,-37.90626,145.08653,1245000.0,1,0,0,0,1,0,0,0,0,1,0
15178,15185,15192,2,2017,12.3,2.0,1.0,1.0,703.0,90.0,1960.0,-37.90241,145.12378,1114000.0,1,0,0,0,1,0,0,0,1,0,0
15179,15186,15193,3,2017,12.3,3.0,1.0,1.0,211.0,90.0,2004.0,-37.89941,145.11523,740000.0,0,0,1,0,1,0,0,0,0,1,0
15180,15187,15194,4,2017,15.5,4.0,2.0,2.0,564.0,161.0,1975.0,-37.93543,145.08408,1120000.0,1,0,0,0,1,0,0,0,0,1,0
15181,15188,15195,3,2017,15.5,3.0,1.0,2.0,640.0,,1973.1538461538462,-37.93646,145.08728,945000.0,1,0,0,0,1,0,0,0,0,1,0
15182,15189,15196,1,2017,11.4,1.0,1.0,1.0,821.0,33.0,1975.0,-37.90296,145.04637,280000.0,0,0,1,0,0,0,1,0,0,1,0
15183,15190,15197,2,2017,11.4,2.0,1.0,1.0,1963.2592592592594,72.0,2012.0,-37.90335,145.03718,485000.0,0,0,1,0,0,0,1,0,0,1,0
15185,15192,15199,3,2017,21.5,3.0,2.0,2.0,627.0,197.0,1950.0,-37.99544,145.08727,1315000.0,1,0,0,0,0,0,1,0,0,1,0
15187,15194,15201,3,2017,1.8,3.0,2.0,1.0,2431.0,70.0,1999.0,-37.78212,144.95755,1770000.0,0,0,1,0,1,0,0,0,0,1,0
15189,15196,15203,3,2017,8.5,3.0,1.0,1.0,365.0,,1977.4430379746836,-37.72737,144.94593,630000.0,0,0,1,0,1,0,0,0,0,1,0
15194,15201,15208,3,2017,3.5,3.0,2.0,2.0,1963.0790960451977,189.0,2000.0,-37.8429,144.94487,1725000.0,0,0,1,1,0,0,0,0,0,1,0
15195,15202,15209,3,2017,3.5,3.0,2.0,2.0,133.0,,1963.0790960451977,-37.83522,144.93471,1325000.0,1,0,0,1,0,0,0,0,0,1,0
15197,15204,15211,2,2017,3.5,2.0,1.0,1.0,6830.0,,1963.0790960451977,-37.84432,144.94372,625000.0,0,0,1,0,1,0,0,0,0,1,0
15198,15205,15212,2,2017,3.5,2.0,2.0,1.0,1472.0,81.0,2010.0,-37.84096,144.93791,665000.0,0,0,1,0,0,0,1,0,0,1,0
15201,15208,15215,3,2017,4.6,3.0,2.0,0.0,145.0,138.0,1880.0,-37.84957,144.9889,1400000.0,1,0,0,0,0,0,0,1,1,0,0
15204,15211,15218,3,2017,8.4,3.0,1.0,2.0,485.0,,1954.9438775510205,-37.7383,145.02349,850000.0,1,0,0,0,0,0,1,0,0,1,0
15207,15214,15221,5,2017,8.4,5.0,2.0,2.0,558.0,217.0,1925.0,-37.73472,144.99658,1400000.0,1,0,0,1,0,0,0,0,1,0,0
15209,15216,15223,3,2017,8.4,3.0,1.0,0.0,357.0,,1954.9438775510205,-37.7377,144.98781,930000.0,1,0,0,0,1,0,0,0,1,0,0
15211,15218,15225,4,2017,8.4,4.0,1.0,2.0,540.0,540.0,1965.0,-37.73935,145.01517,830000.0,1,0,0,1,0,0,0,0,0,1,0
15212,15219,15226,3,2017,8.4,3.0,1.0,2.0,470.0,115.0,1930.0,-37.73912,145.01298,881000.0,1,0,0,0,1,0,0,0,0,1,0
15213,15220,15227,3,2017,8.4,3.0,1.0,1.0,234.0,,1995.0,-37.73506,145.03169,660000.0,0,0,1,0,1,0,0,0,1,0,0
15214,15221,15228,3,2017,8.4,3.0,1.0,2.0,349.0,120.0,1940.0,-37.74946,145.00875,945000.0,1,0,0,0,1,0,0,0,0,1,0
15215,15222,15229,3,2017,8.4,3.0,2.0,2.0,515.0,126.0,1920.0,-37.74794,144.99111,1210000.0,1,0,0,0,1,0,0,0,1,0,0
15216,15223,15230,3,2017,8.4,3.0,1.0,1.0,345.0,,1950.0,-37.74818,144.99825,970000.0,1,0,0,0,1,0,0,0,1,0,0
15217,15224,15231,2,2017,8.4,2.0,1.0,1.0,163.0,169.0,1954.9438775510205,-37.73311,145.03552,465000.0,0,0,1,1,0,0,0,0,1,0,0
15218,15225,15232,3,2017,8.4,3.0,1.0,2.0,590.0,94.0,1950.0,-37.73314,145.03437,725000.0,1,0,0,0,1,0,0,0,1,0,0
15220,15227,15234,3,2017,8.4,3.0,1.0,1.0,545.0,,1954.9438775510205,-37.74258,144.99309,990000.0,1,0,0,0,1,0,0,0,1,0,0
15221,15228,15235,3,2017,8.4,3.0,1.0,1.0,448.0,103.0,1930.0,-37.73443,145.00201,972500.0,1,0,0,0,1,0,0,0,1,0,0
15222,15229,15236,3,2017,8.4,3.0,1.0,1.0,263.0,123.0,2000.0,-37.74739,145.00934,955000.0,1,0,0,0,1,0,0,0,1,0,0
15223,15230,15237,3,2017,3.5,3.0,1.0,0.0,204.0,194.0,1910.0,-37.78251,144.96817,1900000.0,1,0,0,1,0,0,0,0,1,0,0
15225,15232,15239,4,2017,12.0,4.0,2.0,2.0,665.0,,1974.48,-37.72787,144.99423,1100000.0,1,0,0,0,1,0,0,0,1,0,0
15227,15234,15241,5,2017,12.0,5.0,2.0,2.0,601.0,,1990.0,-37.7296,145.00714,1266000.0,1,0,0,0,1,0,0,0,1,0,0
15228,15235,15242,3,2017,12.0,3.0,2.0,1.0,461.0,,1974.48,-37.72499,145.00038,1040000.0,1,0,0,0,1,0,0,0,1,0,0
15233,15240,15247,2,2017,12.0,2.0,1.0,2.0,649.0,,1974.48,-37.71086,145.01629,888000.0,1,0,0,0,1,0,0,0,1,0,0
15234,15241,15248,2,2017,12.0,2.0,1.0,1.0,1974.48,94.0,2009.0,-37.7106,145.00177,521000.0,0,1,0,0,1,0,0,0,0,1,0
15236,15243,15250,3,2017,12.0,3.0,1.0,1.0,325.0,116.0,1930.0,-37.72589,144.99681,857700.0,1,0,0,0,0,0,1,0,1,0,0
15237,15244,15251,3,2017,12.0,3.0,2.0,2.0,160.0,140.0,2010.0,-37.71064,145.01067,642500.0,0,1,0,0,1,0,0,0,1,0,0
15239,15246,15253,3,2017,2.4,3.0,1.0,1.0,294.0,,1954.2222222222222,-37.8239,145.0022,1676000.0,1,0,0,0,1,0,0,0,0,1,0
15240,15247,15254,4,2017,2.4,4.0,1.0,0.0,244.0,,1954.2222222222222,-37.82503,144.99967,1400000.0,1,0,0,0,1,0,0,0,0,1,0
15241,15248,15255,3,2017,2.4,3.0,1.0,1.0,163.0,,1990.0,-37.82434,145.00489,1301000.0,1,0,0,0,1,0,0,0,1,0,0
15242,15249,15256,2,2017,2.4,2.0,1.0,1.0,407.0,66.0,1960.0,-37.82046,144.99398,575000.0,0,0,1,0,1,0,0,0,0,1,0
15244,15251,15258,3,2017,19.9,3.0,1.0,2.0,327.0,,1975.0277777777778,-37.80905,145.23534,766000.0,0,0,1,0,0,0,1,0,0,0,1
15245,15252,15259,4,2017,21.3,4.0,1.0,2.0,669.0,179.0,1965.0,-37.81656,145.24247,910000.0,1,0,0,0,1,0,0,0,0,1,0
15246,15253,15260,4,2017,21.3,4.0,1.0,1.0,833.0,151.0,1960.0,-37.81186,145.25419,1200000.0,1,0,0,0,1,0,0,0,0,0,1
15252,15259,15266,2,2017,8.9,2.0,1.0,1.0,247.0,,1964.2586206896551,-37.74427,145.06293,675000.0,0,0,1,0,1,0,0,0,0,1,0
15254,15261,15268,3,2017,23.5,3.0,1.0,1.0,372.0,,1992.4285714285713,-37.91655,145.26933,622000.0,1,0,0,0,1,0,0,0,1,0,0
15255,15262,15269,3,2017,20.6,3.0,2.0,2.0,255.0,141.0,1996.0,-37.63382,144.92774,425000.0,1,0,0,0,1,0,0,0,1,0,0
15256,15263,15270,4,2017,15.2,4.0,2.0,2.0,604.0,166.0,1940.0,-37.95326,145.01779,2300000.0,0,1,0,0,1,0,0,0,0,1,0
15257,15264,15271,3,2017,15.2,3.0,2.0,0.0,398.0,150.0,1920.0,-37.94785,145.01467,1710000.0,1,0,0,0,0,0,1,0,0,1,0
15259,15266,15273,4,2017,15.2,4.0,2.0,2.0,381.0,235.0,2000.0,-37.95372,145.00608,2221000.0,0,1,0,0,1,0,0,0,0,1,0
15261,15268,15275,3,2017,15.5,3.0,1.0,2.0,531.0,98.0,1985.0,-37.87793,144.75626,515000.0,1,0,0,0,0,0,1,0,0,1,0
15262,15269,15276,3,2017,35.4,3.0,1.0,2.0,648.0,96.0,1960.0,-38.11014,145.14336,540000.0,1,0,0,0,1,0,0,0,0,1,0
15263,15270,15277,3,2017,11.0,3.0,2.0,6.0,663.0,127.8,1970.0,-37.8642,144.84257,1360000.0,1,0,0,0,1,0,0,0,0,1,0
15264,15271,15278,4,2017,5.1,4.0,3.0,2.0,169.0,,1937.1846153846154,-37.806242727272725,144.89117010101006,1500000.0,1,0,0,0,0,0,1,0,0,1,0
15265,15272,15279,3,2017,5.1,3.0,1.0,0.0,198.0,124.0,1910.0,-37.80779,144.88887,1180000.0,1,0,0,0,0,0,1,0,0,1,0
15266,15273,15280,3,2017,6.2,3.0,2.0,2.0,334.0,129.0,2003.0,-37.83137,144.86731,790000.0,1,0,0,0,1,0,0,0,0,1,0
15267,15274,15281,2,2017,1.9,2.0,2.0,2.0,1926.4130434782608,,1926.4130434782608,-37.83715,144.96717,805000.0,0,0,1,0,1,0,0,0,0,1,0
15268,15275,15282,2,2017,1.9,2.0,1.0,1.0,1646.0,52.0,2012.0,-37.83406,144.97131,530000.0,0,0,1,0,0,0,0,1,0,1,0
15269,15276,15283,4,2017,20.5,4.0,3.0,2.0,624.0,410.0,2005.0,-37.63485,145.07272,915000.0,1,0,0,0,1,0,0,0,0,1,0
15271,15278,15285,3,2017,20.5,3.0,2.0,4.0,492.0,160.0,2007.0,-37.64215,145.08584,644000.0,1,0,0,0,1,0,0,0,0,1,0
15272,15279,15286,5,2017,20.5,5.0,5.0,3.0,700.0,270.0,2010.0,-37.6236,145.10629,905000.0,1,0,0,0,1,0,0,0,1,0,0
15274,15281,15288,2,2017,2.7,2.0,2.0,1.0,1958.018779342723,73.0,2014.0,-37.84712,144.99967,800000.0,0,0,1,0,0,0,1,0,0,0,1
15275,15282,15289,2,2017,2.7,2.0,2.0,1.0,187.0,133.0,1890.0,-37.83554,144.97956,2210000.0,1,0,0,0,1,0,0,0,0,0,1
15276,15283,15290,3,2017,2.7,3.0,1.0,1.0,136.0,132.0,1993.0,-37.84497,144.99781,1400000.0,1,0,0,0,0,0,1,0,0,1,0
15278,15285,15292,3,2017,2.7,3.0,1.0,1.0,1958.018779342723,,1970.0,-37.83849,144.99948,805000.0,0,0,1,0,1,0,0,0,1,0,0
15279,15286,15293,3,2017,2.7,3.0,2.0,1.0,1958.018779342723,,1940.0,-37.8369,144.98514,2400000.0,0,0,1,0,0,0,0,1,1,0,0
15280,15287,15294,2,2017,2.7,0.0,1.0,1.0,1958.018779342723,63.0,1970.0,-37.84468,145.00368,535000.0,0,0,1,0,0,0,1,0,0,1,0
15282,15289,15296,1,2017,0.7,1.0,1.0,1.0,63.0,51.0,2010.0,-37.83014,144.96967,422000.0,0,0,1,0,1,0,0,0,0,0,1
15284,15291,15298,2,2017,0.7,2.0,2.0,1.0,2001.0833333333333,,2009.0,-37.82586,144.957,590000.0,0,0,1,1,0,0,0,0,0,0,1
15294,15301,15308,2,2017,5.0,2.0,1.0,1.0,3093.0,,1957.9375,-37.86506,144.97777,586500.0,0,0,1,0,1,0,0,0,0,1,0
15295,15302,15309,1,2017,5.0,1.0,1.0,1.0,1957.9375,,1957.9375,-37.85705,144.98699,451000.0,0,0,1,0,1,0,0,0,0,1,0
15298,15305,15312,5,2017,8.2,5.0,3.0,6.0,699.0,,1973.5483870967741,-37.7377,144.91896,1780000.0,1,0,0,0,1,0,0,0,1,0,0
15299,15306,15313,2,2017,8.2,2.0,2.0,1.0,213.0,120.0,1990.0,-37.73519,144.92374,790000.0,1,0,0,0,1,0,0,0,0,0,1
15300,15307,15314,3,2017,31.7,3.0,2.0,2.0,690.0,,1988.4285714285713,-37.57456,144.71548,455000.0,1,0,0,0,1,0,0,0,0,1,0
15301,15308,15315,3,2017,31.7,3.0,2.0,2.0,600.0,140.0,1980.0,-37.57686,144.71023,410000.0,1,0,0,0,0,0,1,0,0,1,0
15303,15310,15317,3,2017,10.5,3.0,2.0,3.0,540.0,,1961.1333333333334,-37.79067,144.83804,775000.0,1,0,0,0,1,0,0,0,0,1,0
15304,15311,15318,3,2017,10.5,3.0,1.0,0.0,637.0,,1970.7755102040817,-37.7756,144.84235,690500.0,1,0,0,0,1,0,0,0,0,1,0
15305,15312,15319,3,2017,10.5,3.0,2.0,2.0,535.0,,1978.9411764705883,-37.79414,144.81855,520000.0,1,0,0,0,0,0,1,0,0,1,0
15310,15317,15324,2,2017,10.2,2.0,1.0,2.0,193.0,80.0,1970.0,-37.83275,145.1055,740000.0,0,0,1,0,0,0,0,1,0,1,0
15311,15318,15325,3,2017,18.0,3.0,2.0,2.0,666.0,231.0,2005.0,-37.71594,144.7415,680000.0,1,0,0,1,0,0,0,0,1,0,0
15313,15320,15327,3,2017,15.5,3.0,2.0,2.0,808.0,,1992.8,-37.6943,144.78187,790500.0,1,0,0,0,1,0,0,0,1,0,0
15314,15321,15328,3,2017,15.5,3.0,2.0,2.0,665.0,,1990.0,-37.69408,144.77861,695000.0,1,0,0,0,0,0,1,0,1,0,0
15315,15322,15329,5,2017,15.5,5.0,2.0,2.0,705.0,,1992.8,-37.69403,144.79418,805000.0,1,0,0,0,1,0,0,0,1,0,0
15317,15324,15331,3,2017,15.5,3.0,2.0,2.0,809.0,188.0,1975.0,-37.75289,145.12826,1350000.0,1,0,0,0,1,0,0,0,1,0,0
15320,15327,15334,4,2017,12.4,4.0,3.0,2.0,332.0,198.0,2013.0,-37.76577,145.10729,1010000.0,0,1,0,0,1,0,0,0,1,0,0
15321,15328,15335,3,2017,15.3,3.0,1.0,2.0,525.0,,1975.7948717948718,-37.68484,145.0072,580000.0,1,0,0,1,0,0,0,0,0,1,0
15322,15329,15336,4,2017,15.3,4.0,1.0,4.0,632.0,,1975.7948717948718,-37.68136,144.99479,653000.0,1,0,0,0,1,0,0,0,0,1,0
15323,15330,15337,3,2017,15.3,3.0,2.0,2.0,545.0,152.0,1983.0,-37.68403,144.99246,740000.0,1,0,0,0,1,0,0,0,0,1,0
15324,15331,15338,2,2017,7.0,2.0,1.0,1.0,1956.3211678832117,65.0,1970.0,-37.75257,145.00279,493000.0,0,0,1,0,1,0,0,0,0,1,0
15325,15332,15339,3,2017,7.0,3.0,1.0,1.0,435.0,,1956.3211678832117,-37.75915,145.01043,1240000.0,1,0,0,0,1,0,0,0,0,1,0
15326,15333,15340,2,2017,7.0,2.0,1.0,0.0,245.0,,1956.3211678832117,-37.75789,145.00136,1010000.0,1,0,0,1,0,0,0,0,0,1,0
15327,15334,15341,4,2017,7.0,4.0,1.0,2.0,495.0,120.0,1925.0,-37.75231,144.99023,1626000.0,1,0,0,0,1,0,0,0,1,0,0
15330,15337,15344,1,2017,4.1,1.0,1.0,1.0,1962.0380952380951,64.0,1965.0,-37.83732,145.01164,550000.0,0,0,1,1,0,0,0,0,0,1,0
15332,15339,15346,3,2017,4.1,3.0,2.0,2.0,1962.0380952380951,,1962.0380952380951,-37.84212,145.01346,2000000.0,0,0,1,0,0,0,0,1,0,0,1
15334,15341,15348,2,2017,4.1,2.0,1.0,1.0,2076.0,,1962.0380952380951,-37.83872,145.01452,751000.0,0,0,1,0,0,0,1,0,1,0,0
15335,15342,15349,2,2017,4.1,2.0,1.0,1.0,713.0,60.0,1975.0,-37.84301,145.02641,682000.0,0,0,1,0,1,0,0,0,1,0,0
15337,15344,15351,2,2017,12.9,2.0,1.0,1.0,108.0,,1980.36,-37.68837,144.87122,355000.0,0,1,0,0,1,0,0,0,1,0,0
15338,15345,15352,4,2017,17.2,4.0,2.0,2.0,600.0,,1977.9411764705883,-37.83944,145.18641,1270000.0,1,0,0,0,1,0,0,0,0,0,1
15339,15346,15353,4,2017,17.2,4.0,2.0,2.0,1977.9411764705883,207.0,2008.0,-37.83368,145.20409,975000.0,0,1,0,0,1,0,0,0,0,1,0
15340,15347,15354,3,2017,17.2,3.0,2.0,2.0,277.0,125.0,2016.0,-37.83581,145.19802,820000.0,0,1,0,0,0,0,1,0,0,0,1
15341,15348,15355,3,2017,17.2,3.0,2.0,1.0,302.0,,1985.05,-37.85732,145.19195,750000.0,0,0,1,0,0,0,1,0,0,1,0
