,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small,Price
4973,9215,9215,3,2017,18.0,3.0,2.0,1.0,453.0,153.0,1997.0,-37.68811,144.74999,1,0,0,0,0,0,1,0,0,1,0,528650.0
4974,9219,9219,3,2017,18.4,3.0,2.0,1.0,557.0,136.0,1971.0,-37.87498,144.69617,1,0,0,0,1,0,0,0,1,0,0,605495.0
4975,9221,9221,3,2017,7.8,3.0,2.0,1.0,1964.3223140495868,145.0,2006.0,-37.75822,145.05056,0,0,1,0,1,0,0,0,0,1,0,991900.0000000001
4976,9222,9222,3,2017,7.8,3.0,2.0,2.0,334.0,128.0,2005.0,-37.76538,145.04964,1,0,0,1,0,0,0,0,1,0,0,1417000.0
4977,9223,9223,3,2017,7.8,3.0,2.0,1.0,805.0,261.0,1930.0,-37.7714,145.05963,1,0,0,0,0,0,0,1,0,1,0,2752250.0
4978,9226,9226,3,2017,10.4,3.0,1.0,2.0,647.0,126.0,1975.0,-37.72544,144.85259,1,0,0,0,0,1,0,0,1,0,0,730300.0
4979,9228,9228,2,2017,3.4,2.0,1.0,0.0,165.0,105.7,1930.0,-37.7902,144.93192,1,0,0,0,0,0,1,0,1,0,0,1079100.0
4980,9230,9230,2,2017,5.4,2.0,1.0,1.0,1947.59649122807,109.0,1975.0,-37.81439,145.04237,0,1,0,0,1,0,0,0,1,0,0,1026780.0000000001
4981,9232,9232,1,2017,5.4,1.0,1.0,1.0,1947.59649122807,62.0,1900.0,-37.80468,145.03614,0,0,1,0,1,0,0,0,0,1,0,561350.0
4982,9234,9234,4,2017,7.3,4.0,2.0,3.0,794.0,192.0,1950.0,-37.79172,145.05863,1,0,0,0,1,0,0,0,1,0,0,2356580.0
4983,9235,9235,3,2017,7.3,3.0,2.0,4.0,753.0,280.0,1937.0,-37.79017,145.06381,1,0,0,0,1,0,0,0,1,0,0,2463400.0
4984,9236,9236,4,2017,25.2,4.0,2.0,1.0,624.0,159.0,1969.0,-37.9887,145.16158,1,0,0,0,1,0,0,0,0,1,0,812050.0000000001
4985,9237,9237,4,2017,12.1,4.0,1.0,2.0,467.0,120.0,1970.0,-37.7126,145.02996,1,0,0,0,0,0,1,0,0,1,0,872001.0900000001
4986,9239,9239,3,2017,16.3,3.0,1.0,2.0,589.0,100.0,1975.0,-37.67056,145.03698,1,0,0,0,1,0,0,0,1,0,0,567890.0
4987,9242,9242,2,2017,5.9,2.0,1.0,1.0,1952.159090909091,72.9,1977.0,-37.86824,145.03504,0,0,1,0,1,0,0,0,0,1,0,645280.0
4988,9243,9243,1,2017,5.9,1.0,1.0,1.0,1112.0,45.4,1952.159090909091,-37.86561,145.03602,0,0,1,0,1,0,0,0,0,1,0,495950.00000000006
4989,9245,9245,3,2017,8.4,3.0,2.0,2.0,580.0,146.0,1930.0,-37.8683,145.03909,1,0,0,0,1,0,0,0,0,1,0,1940200.0000000002
4990,9246,9246,2,2017,4.3,2.0,2.0,2.0,37000.0,90.0,2004.0,-37.77518,144.89254,0,0,1,0,1,0,0,0,0,1,0,637650.0
4991,9247,9247,4,2017,4.3,4.0,2.0,2.0,238.0,221.3,2007.0,-37.7833,144.89717,1,0,0,0,0,0,1,0,0,1,0,1182650.0
4992,9249,9249,4,2017,31.7,4.0,2.0,2.0,643.0,30.0,1975.9615384615383,-37.68834,144.56803,1,0,0,0,1,0,0,0,0,1,0,436000.00000000006
4993,9250,9250,4,2017,29.8,4.0,2.0,1.0,766.0,147.0,1980.0,-37.69791,144.5807,1,0,0,0,1,0,0,0,0,1,0,386950.0
4994,9251,9251,5,2017,31.7,5.0,2.0,2.0,666.0,156.0,1976.0,-37.67523,144.55833,1,0,0,0,1,0,0,0,0,1,0,386950.0
4995,9253,9253,2,2017,20.0,2.0,1.0,1.0,1976.8292682926829,104.0,1980.0,-37.98937,145.06723,0,1,0,0,0,0,1,0,0,1,0,872000.0000000001
4996,9254,9254,3,2017,20.0,3.0,1.0,2.0,530.0,129.0,1980.0,-37.97584,145.08107,1,0,0,0,1,0,0,0,1,0,0,964650.0000000001
4997,9255,9255,3,2017,3.0,3.0,1.0,0.0,207.0,128.0,1890.0,-37.85356,144.96415,1,0,0,0,1,0,0,0,0,1,0,2190900.0
4998,9256,9256,6,2017,3.0,6.0,4.0,2.0,472.0,328.0,1915.0,-37.85231,144.96373,1,0,0,1,0,0,0,0,0,1,0,6104000.0
4999,9259,9259,4,2017,17.9,3.0,2.0,1.0,808.0,184.0,1980.0,-37.67348,145.06982,1,0,0,0,1,0,0,0,0,1,0,797880.0000000001
5000,9260,9260,4,2017,17.9,4.0,2.0,3.0,649.0,158.0,1985.0,-37.67681,145.06414,1,0,0,0,1,0,0,0,0,1,0,784800.0
5001,9261,9261,3,2017,17.9,3.0,1.0,2.0,526.0,113.2,1985.0,-37.67561,145.05641,1,0,0,0,1,0,0,0,0,1,0,606585.0
5002,9263,9263,3,2017,6.2,3.0,2.0,2.0,596.0,203.0,1950.0,-37.76086,144.90497,1,0,0,0,0,0,1,0,0,1,0,2016500.0000000002
5003,9265,9265,2,2017,6.2,2.0,1.0,0.0,251.0,110.0,1980.0,-37.76856,144.90577,1,0,0,1,0,0,0,0,1,0,0,828400.0000000001
5004,9267,9267,5,2017,26.5,5.0,2.0,2.0,1254.0,186.75,1980.0,-37.79026,145.33738,1,0,0,0,0,0,1,0,0,0,1,950480.0000000001
5005,9268,9268,3,2017,26.5,3.0,2.0,2.0,947.0,104.0,1978.0,-37.76517,145.3298,1,0,0,0,0,0,1,0,0,1,0,795700.0000000001
5006,9270,9270,4,2017,21.5,4.0,2.0,2.0,312.0,179.0,2004.0,-38.002,145.08916,0,1,0,0,1,0,0,0,1,0,0,1275300.0
5007,9274,9274,3,2017,14.2,3.0,2.0,2.0,297.0,135.0,2001.0,-37.8605,145.12853,0,1,0,0,1,0,0,0,0,1,0,1101990.0
5008,9281,9281,4,2017,10.4,4.0,2.0,2.0,650.0,254.0,1955.0,-37.74103,144.88496,1,0,0,0,1,0,0,0,1,0,0,1457330.0
5009,9282,9282,2,2017,1.8,2.0,1.0,0.0,102.0,66.0,1900.0,-37.79489,144.94207,1,0,0,0,1,0,0,0,0,0,1,1057300.0
5010,9286,9286,4,2017,11.2,4.0,2.0,2.0,697.0,189.0,1960.0,-37.72001,144.91683,1,0,0,0,0,1,0,0,1,0,0,1240420.0
5011,9289,9289,2,2017,12.3,2.0,1.0,1.0,703.0,90.0,1960.0,-37.90241,145.12378,1,0,0,0,1,0,0,0,1,0,0,1214260.0
5012,9290,9290,3,2017,12.3,3.0,1.0,1.0,211.0,90.0,2004.0,-37.89941,145.11523,0,0,1,0,1,0,0,0,0,1,0,806600.0000000001
5013,9291,9291,4,2017,15.5,4.0,2.0,2.0,564.0,161.0,1975.0,-37.93543,145.08408,1,0,0,0,1,0,0,0,0,1,0,1220800.0
5014,9293,9293,1,2017,11.4,1.0,1.0,1.0,821.0,33.0,1975.0,-37.90296,145.04637,0,0,1,0,0,0,1,0,0,1,0,305200.0
5015,9294,9294,2,2017,11.4,2.0,1.0,1.0,1963.2592592592596,72.0,2012.0,-37.90335,145.03718,0,0,1,0,0,0,1,0,0,1,0,528650.0
5016,9295,9295,3,2017,21.5,3.0,2.0,2.0,627.0,197.0,1950.0,-37.99544,145.08727,1,0,0,0,0,0,1,0,0,1,0,1433350.0
5017,9296,9296,3,2017,1.8,3.0,2.0,1.0,2431.0,70.0,1999.0,-37.78212,144.95755,0,0,1,0,1,0,0,0,0,1,0,1929300.0000000002
5018,9298,9298,3,2017,3.5,3.0,2.0,2.0,1963.0790960451975,189.0,2000.0,-37.8429,144.94487,0,0,1,1,0,0,0,0,0,1,0,1880250.0000000002
5019,9301,9301,2,2017,3.5,2.0,2.0,1.0,1472.0,81.0,2010.0,-37.84096,144.93791,0,0,1,0,0,0,1,0,0,1,0,724850.0
5020,9302,9302,3,2017,4.6,3.0,2.0,0.0,145.0,138.0,1880.0,-37.84957,144.9889,1,0,0,0,0,0,0,1,1,0,0,1526000.0
5021,9304,9304,5,2017,8.4,5.0,2.0,2.0,558.0,217.0,1925.0,-37.73472,144.99658,1,0,0,1,0,0,0,0,1,0,0,1526000.0
5022,9306,9306,4,2017,8.4,4.0,1.0,2.0,540.0,540.0,1965.0,-37.73935,145.01517,1,0,0,1,0,0,0,0,0,1,0,904700.0000000001
5023,9307,9307,3,2017,8.4,3.0,1.0,2.0,470.0,115.0,1930.0,-37.73912,145.01298,1,0,0,0,1,0,0,0,0,1,0,960290.0000000001
5024,9309,9309,3,2017,8.4,3.0,1.0,2.0,349.0,120.0,1940.0,-37.74946,145.00875,1,0,0,0,1,0,0,0,0,1,0,1030050.0000000001
5025,9310,9310,3,2017,8.4,3.0,2.0,2.0,515.0,126.0,1920.0,-37.74794,144.99111,1,0,0,0,1,0,0,0,1,0,0,1318900.0
5026,9312,9312,2,2017,8.4,2.0,1.0,1.0,163.0,169.0,1954.9438775510205,-37.73311,145.03552,0,0,1,1,0,0,0,0,1,0,0,506850.00000000006
5027,9313,9313,3,2017,8.4,3.0,1.0,2.0,590.0,94.0,1950.0,-37.73314,145.03437,1,0,0,0,1,0,0,0,1,0,0,790250.0
5028,9315,9315,3,2017,8.4,3.0,1.0,1.0,448.0,103.0,1930.0,-37.73443,145.00201,1,0,0,0,1,0,0,0,1,0,0,1060025.0
5029,9316,9316,3,2017,8.4,3.0,1.0,1.0,263.0,123.0,2000.0,-37.74739,145.00934,1,0,0,0,1,0,0,0,1,0,0,1040950.0000000001
5030,9317,9317,3,2017,3.5,3.0,1.0,0.0,204.0,194.0,1910.0,-37.78251,144.96817,1,0,0,1,0,0,0,0,1,0,0,2071000.0000000002
5031,9322,9322,2,2017,12.0,2.0,1.0,1.0,1974.48,94.0,2009.0,-37.7106,145.00177,0,1,0,0,1,0,0,0,0,1,0,567890.0
5032,9323,9323,3,2017,12.0,3.0,1.0,1.0,325.0,116.0,1930.0,-37.72589,144.99681,1,0,0,0,0,0,1,0,1,0,0,934893.0000000001
5033,9324,9324,3,2017,12.0,3.0,2.0,2.0,160.0,140.0,2010.0,-37.71064,145.01067,0,1,0,0,1,0,0,0,1,0,0,700325.0
5034,9328,9328,2,2017,2.4,2.0,1.0,1.0,407.0,66.0,1960.0,-37.82046,144.99398,0,0,1,0,1,0,0,0,0,1,0,626750.0
5035,9330,9330,4,2017,21.3,4.0,1.0,2.0,669.0,179.0,1965.0,-37.81656,145.24247,1,0,0,0,1,0,0,0,0,1,0,991900.0000000001
5036,9331,9331,4,2017,21.3,4.0,1.0,1.0,833.0,151.0,1960.0,-37.81186,145.25419,1,0,0,0,1,0,0,0,0,0,1,1308000.0
5037,9334,9334,3,2017,20.6,3.0,2.0,2.0,255.0,141.0,1996.0,-37.63382,144.92774,1,0,0,0,1,0,0,0,1,0,0,463250.00000000006
5038,9335,9335,4,2017,15.2,4.0,2.0,2.0,604.0,166.0,1940.0,-37.95326,145.01779,0,1,0,0,1,0,0,0,0,1,0,2507000.0
5039,9336,9336,3,2017,15.2,3.0,2.0,0.0,398.0,150.0,1920.0,-37.94785,145.01467,1,0,0,0,0,0,1,0,0,1,0,1863900.0000000002
5040,9337,9337,4,2017,15.2,4.0,2.0,2.0,381.0,235.0,2000.0,-37.95372,145.00608,0,1,0,0,1,0,0,0,0,1,0,2420890.0
5041,9338,9338,3,2017,15.5,3.0,1.0,2.0,531.0,98.0,1985.0,-37.87793,144.75626,1,0,0,0,0,0,1,0,0,1,0,561350.0
5042,9339,9339,3,2017,35.4,3.0,1.0,2.0,648.0,96.0,1960.0,-38.11014,145.14336,1,0,0,0,1,0,0,0,0,1,0,588600.0
5043,9340,9340,3,2017,11.0,3.0,2.0,6.0,663.0,127.8,1970.0,-37.8642,144.84257,1,0,0,0,1,0,0,0,0,1,0,1482400.0
5044,9342,9342,3,2017,5.1,3.0,1.0,0.0,198.0,124.0,1910.0,-37.80779,144.88887,1,0,0,0,0,0,1,0,0,1,0,1286200.0
5045,9343,9343,3,2017,6.2,3.0,2.0,2.0,334.0,129.0,2003.0,-37.83137,144.86731,1,0,0,0,1,0,0,0,0,1,0,861100.0000000001
5046,9345,9345,2,2017,1.9,2.0,1.0,1.0,1646.0,52.0,2012.0,-37.83406,144.97131,0,0,1,0,0,0,0,1,0,1,0,577700.0
5047,9346,9346,4,2017,20.5,4.0,3.0,2.0,624.0,410.0,2005.0,-37.63485,145.07272,1,0,0,0,1,0,0,0,0,1,0,997350.0000000001
5048,9347,9347,3,2017,20.5,3.0,2.0,4.0,492.0,160.0,2007.0,-37.64215,145.08584,1,0,0,0,1,0,0,0,0,1,0,701960.0
5049,9348,9348,5,2017,20.5,5.0,5.0,3.0,700.0,270.0,2010.0,-37.6236,145.10629,1,0,0,0,1,0,0,0,1,0,0,986450.0000000001
5050,9349,9349,2,2017,2.7,2.0,2.0,1.0,1958.018779342723,73.0,2014.0,-37.84712,144.99967,0,0,1,0,0,0,1,0,0,0,1,872000.0000000001
5051,9350,9350,2,2017,2.7,2.0,2.0,1.0,187.0,133.0,1890.0,-37.83554,144.97956,1,0,0,0,1,0,0,0,0,0,1,2408900.0
5052,9351,9351,3,2017,2.7,3.0,1.0,1.0,136.0,132.0,1993.0,-37.84497,144.99781,1,0,0,0,0,0,1,0,0,1,0,1526000.0
5053,9354,9354,2,2017,2.7,0.0,1.0,1.0,1958.018779342723,63.0,1970.0,-37.84468,145.00368,0,0,1,0,0,0,1,0,0,1,0,583150.0
5054,9355,9355,1,2017,0.7,1.0,1.0,1.0,63.0,51.0,2010.0,-37.83014,144.96967,0,0,1,0,1,0,0,0,0,0,1,459980.00000000006
5055,9360,9360,2,2017,8.2,2.0,2.0,1.0,213.0,120.0,1990.0,-37.73519,144.92374,1,0,0,0,1,0,0,0,0,0,1,861100.0000000001
5056,9362,9362,3,2017,31.7,3.0,2.0,2.0,600.0,140.0,1980.0,-37.57686,144.71023,1,0,0,0,0,0,1,0,0,1,0,446900.00000000006
5057,9366,9366,2,2017,10.2,2.0,1.0,2.0,193.0,80.0,1970.0,-37.83275,145.1055,0,0,1,0,0,0,0,1,0,1,0,806600.0000000001
5058,9367,9367,3,2017,18.0,3.0,2.0,2.0,666.0,231.0,2005.0,-37.71594,144.7415,1,0,0,1,0,0,0,0,1,0,0,741200.0
5059,9371,9371,3,2017,15.5,3.0,2.0,2.0,809.0,188.0,1975.0,-37.75289,145.12826,1,0,0,0,1,0,0,0,1,0,0,1471500.0
5060,9372,9372,4,2017,12.4,4.0,3.0,2.0,332.0,198.0,2013.0,-37.76577,145.10729,0,1,0,0,1,0,0,0,1,0,0,1100900.0
5061,9375,9375,3,2017,15.3,3.0,2.0,2.0,545.0,152.0,1983.0,-37.68403,144.99246,1,0,0,0,1,0,0,0,0,1,0,806600.0000000001
5062,9376,9376,2,2017,7.0,2.0,1.0,1.0,1956.321167883212,65.0,1970.0,-37.75257,145.00279,0,0,1,0,1,0,0,0,0,1,0,537370.0
5063,9379,9379,4,2017,7.0,4.0,1.0,2.0,495.0,120.0,1925.0,-37.75231,144.99023,1,0,0,0,1,0,0,0,1,0,0,1772340.0000000002
5064,9380,9380,1,2017,4.1,1.0,1.0,1.0,1962.0380952380951,64.0,1965.0,-37.83732,145.01164,0,0,1,1,0,0,0,0,0,1,0,599500.0
5065,9383,9383,2,2017,4.1,2.0,1.0,1.0,713.0,60.0,1975.0,-37.84301,145.02641,0,0,1,0,1,0,0,0,1,0,0,743380.0
5066,9386,9386,4,2017,17.2,4.0,2.0,2.0,1977.9411764705883,207.0,2008.0,-37.83368,145.20409,0,1,0,0,1,0,0,0,0,1,0,1062750.0
5067,9387,9387,3,2017,17.2,3.0,2.0,2.0,277.0,125.0,2016.0,-37.83581,145.19802,0,1,0,0,0,0,1,0,0,0,1,893800.0000000001
5068,9391,9391,3,2017,14.5,3.0,2.0,1.0,253.0,116.0,2005.0,-37.7004,145.09033,1,0,0,0,0,0,1,0,1,0,0,713950.0
5069,9394,9394,3,2017,14.7,3.0,1.0,0.0,700.0,151.0,1950.0,-37.89363,144.65693,1,0,0,0,0,0,1,0,0,0,1,514480.00000000006
5070,9395,9395,3,2017,14.7,3.0,2.0,1.0,268.0,137.0,2008.0,-37.89347,144.66679,1,0,0,0,1,0,0,0,1,0,0,509030.00000000006
5071,9398,9398,3,2017,14.7,3.0,1.0,2.0,530.0,109.0,1987.0,-37.90111,144.63302,1,0,0,0,1,0,0,0,0,0,1,425100.00000000006
5072,9399,9399,3,2017,6.4,3.0,2.0,1.0,342.0,123.0,1920.0,-37.79369,144.87511,1,0,0,1,0,0,0,0,0,1,0,1258950.0
5073,9401,9401,3,2017,6.4,3.0,2.0,3.0,380.0,106.4,1945.0,-37.79194,144.87144,1,0,0,0,1,0,0,0,0,1,0,1199000.0
5074,9403,9403,3,2017,16.5,3.0,1.0,2.0,532.0,122.0,1975.0,-37.67949,144.88349,1,0,0,0,0,0,1,0,1,0,0,588600.0
5075,9404,9404,4,2017,16.7,4.0,2.0,3.0,800.0,163.0,1968.0,-37.92024,145.18049,1,0,0,0,1,0,0,0,0,1,0,1276390.0
5076,9409,9409,4,2017,6.8,4.0,2.0,1.0,448.0,311.0,1998.0,-37.86409,144.88224,1,0,0,0,1,0,0,0,1,0,0,2071000.0000000002
5077,9411,9411,5,2017,12.7,5.0,3.0,2.0,617.0,315.0,2012.0,-37.71992,145.0988,1,0,0,0,1,0,0,0,1,0,0,1820300.0000000002
5078,9412,9412,2,2017,6.3,2.0,1.0,0.0,150.0,79.0,1900.0,-37.81956,144.89054,1,0,0,0,1,0,0,0,0,1,0,1035500.0000000001
5079,9414,9414,2,2017,3.0,2.0,1.0,1.0,601.0,64.0,1970.0,-37.80915,145.00066,0,0,1,0,1,0,0,0,1,0,0,523200.00000000006
5080,9415,9415,2,2017,3.0,2.0,1.0,1.0,2379.0,69.0,2013.0,-37.80554,144.99612,0,0,1,0,0,0,1,0,1,0,0,817500.0000000001
5081,9416,9416,3,2017,10.4,3.0,1.0,2.0,242.0,124.0,2010.0,-37.72893,144.88859,0,1,0,0,1,0,0,0,0,1,0,795700.0000000001
5082,9417,9417,4,2017,10.5,4.0,2.0,1.0,604.0,127.0,1950.0,-37.77967,144.81275,1,0,0,0,1,0,0,0,0,1,0,893800.0000000001
5083,9421,9421,3,2017,11.0,3.0,2.0,1.0,284.0,88.0,1988.0,-37.86066,144.82013,0,0,1,0,1,0,0,0,0,1,0,730300.0
5084,9422,9422,3,2017,11.0,3.0,2.0,2.0,200.0,139.0,2007.0,-37.86837,144.81502,0,1,0,0,1,0,0,0,0,1,0,833850.0000000001
5085,9424,9424,3,2017,9.4,3.0,1.0,4.0,559.0,560.0,1950.0,-37.8399,144.86228,1,0,0,0,1,0,0,0,1,0,0,948300.0000000001
5086,9426,9426,4,2017,6.3,4.0,4.0,2.0,847.0,285.0,1935.0,-37.85938,145.01087,1,0,0,0,0,0,0,1,0,1,0,3488000.0000000005
5087,9428,9428,4,2017,4.3,4.0,2.0,1.0,360.0,249.0,1910.0,-37.77459,144.92993,1,0,0,0,0,0,1,0,0,1,0,1907500.0000000002
5088,9432,9432,4,2017,10.2,4.0,3.0,3.0,726.0,194.0,1958.0,-37.85842,145.10288,1,0,0,0,1,0,0,0,1,0,0,1831200.0000000002
5089,9434,9434,3,2017,10.2,3.0,2.0,2.0,280.0,115.0,1990.0,-37.87105,145.10198,1,0,0,0,1,0,0,0,0,1,0,937400.0000000001
5090,9436,9436,3,2017,9.5,3.0,1.0,1.0,585.0,30.0,1965.0,-37.75986,144.85886,1,0,0,0,0,0,1,0,0,1,0,817500.0000000001
5091,9437,9437,3,2017,7.9,3.0,2.0,2.0,752.0,278.0,1938.0,-37.80648,145.08274,1,0,0,0,1,0,0,0,1,0,0,2594200.0
5092,9438,9438,1,2017,7.9,1.0,1.0,1.0,678.0,303.0,2016.0,-37.80292,145.06424,1,0,0,1,0,0,0,0,1,0,0,2289000.0
5093,9439,9439,4,2017,7.9,4.0,4.0,2.0,613.0,340.0,2009.0,-37.81167,145.08595,1,0,0,1,0,0,0,0,0,1,0,3324500.0000000005
5094,9440,9440,3,2017,9.7,3.0,2.0,2.0,292.0,181.0,2010.0,-37.80259,145.09878,0,1,0,0,1,0,0,0,0,1,0,1697130.0000000002
5095,9443,9443,4,2017,9.7,4.0,1.0,1.0,1138.0,152.0,1950.0,-37.79284,145.10082,1,0,0,0,1,0,0,0,1,0,0,2234500.0
5096,9446,9446,2,2017,23.2,2.0,1.0,1.0,418.0,76.0,1970.0,-37.83777,145.26345,0,0,1,0,1,0,0,0,0,0,1,566800.0
5097,9447,9447,4,2017,23.2,4.0,1.0,10.0,993.0,128.0,1966.0,-37.84688,145.25632,1,0,0,0,0,0,1,0,0,1,0,1008250.0000000001
5098,9448,9448,3,2017,23.2,3.0,2.0,0.0,586.0,115.0,1999.0,-37.82273,145.27323,1,0,0,0,1,0,0,0,1,0,0,671440.0
5099,9449,9449,4,2017,11.4,4.0,4.0,2.0,673.0,156.0,1935.0,-37.91888,145.04775,1,0,0,0,0,0,0,1,1,0,0,2943000.0
5100,9455,9455,3,2017,13.8,3.0,1.0,3.0,581.0,128.0,1940.0,-37.9178,145.05414,1,0,0,1,0,0,0,0,0,1,0,1662250.0000000002
5101,9456,9456,4,2017,13.8,4.0,2.0,2.0,566.0,191.0,1950.0,-37.91503,145.07997,1,0,0,1,0,0,0,0,1,0,0,1449700.0
5102,9459,9459,4,2017,35.2,4.0,2.0,2.0,563.0,168.01,1995.0,-38.05379,145.34803,1,0,0,0,1,0,0,0,0,1,0,663265.0
5103,9460,9460,2,2017,17.3,2.0,1.0,1.0,1974.1333333333332,88.0,1970.0,-37.96341,145.01735,0,0,1,0,1,0,0,0,0,1,0,958110.0000000001
5104,9464,9464,4,2017,13.4,4.0,2.0,1.0,797.0,164.0,1960.0,-37.80755,145.1638,1,0,0,0,0,0,1,0,0,1,0,1395200.0
5105,9467,9467,2,2017,16.1,2.0,1.0,1.0,598.0,110.0,1985.0,-37.70681,145.11731,1,0,0,0,1,0,0,0,1,0,0,774445.0
5106,9471,9471,4,2017,10.3,4.0,3.0,2.0,608.0,306.19,2000.0,-37.91777,145.01798,1,0,0,0,0,0,1,0,0,1,0,2289000.0
5107,9473,9473,4,2017,10.3,4.0,2.0,2.0,326.0,515.78,1964.48,-37.92875,145.0248,0,1,0,1,0,0,0,0,0,1,0,1765800.0000000002
5108,9474,9474,2,2017,14.0,2.0,1.0,1.0,171.0,90.0,2008.0,-37.68489,144.9212,0,0,1,0,1,0,0,0,1,0,0,337900.0
5109,9476,9476,2,2017,5.2,2.0,1.0,0.0,1937.6946902654868,64.0,2009.0,-37.77002,144.97154,0,0,1,0,0,0,1,0,1,0,0,555900.0
5110,9477,9477,3,2017,5.2,3.0,1.0,4.0,479.0,182.0,1925.0,-37.77694,144.96669,1,0,0,0,0,0,1,0,0,1,0,2098250.0
5111,9478,9478,2,2017,5.2,2.0,1.0,0.0,138.0,78.0,1910.0,-37.75908,144.96969,1,0,0,0,0,0,0,1,0,1,0,970100.0000000001
5112,9479,9479,4,2017,5.2,4.0,1.0,1.0,318.0,100.0,1908.0,-37.76792,144.97141,1,0,0,0,1,0,0,0,1,0,0,1635000.0000000002
5113,9481,9481,1,2017,5.2,1.0,1.0,1.0,406.0,40.0,1970.0,-37.75847,144.94226,0,0,1,0,1,0,0,0,1,0,0,340080.0
5114,9482,9482,3,2017,5.2,3.0,2.0,4.0,413.0,126.0,1910.0,-37.76545,144.94442,1,0,0,1,0,0,0,0,1,0,0,1100900.0
5115,9487,9487,4,2017,12.1,4.0,2.0,2.0,300.0,162.0,2014.0,-37.68223,145.07818,1,0,0,0,0,0,1,0,1,0,0,822950.0000000001
5116,9489,9489,3,2017,10.4,3.0,2.0,1.0,207.0,144.0,2012.0,-37.85682,145.10873,0,1,0,0,1,0,0,0,0,0,1,1000620.0000000001
5117,9495,9495,5,2017,7.7,5.0,3.0,2.0,844.0,203.0,1920.0,-37.84753,145.07198,1,0,0,0,0,0,1,0,0,1,0,2573490.0
5118,9499,9499,3,2017,10.1,3.0,2.0,2.0,557.0,200.0,1930.0,-37.89584,145.04741,1,0,0,0,0,0,0,1,1,0,0,1689500.0000000002
5119,9500,9500,3,2017,34.9,3.0,2.0,2.0,509.0,125.0,1993.0,-38.09111,145.19084,1,0,0,0,1,0,0,0,1,0,0,545000.0
5120,9503,9503,3,2017,8.7,3.0,2.0,2.0,1956.293103448276,135.0,1990.0,-37.90034,145.01283,0,1,0,0,1,0,0,0,0,1,0,1348330.0
5121,9508,9508,3,2017,17.9,3.0,2.0,2.0,305.0,130.0,2000.0,-37.96836,145.06452,0,1,0,0,1,0,0,0,1,0,0,938490.0000000001
5122,9511,9511,3,2017,16.7,3.0,1.0,1.0,816.0,130.0,1965.0,-37.92027,145.12937,1,0,0,0,1,0,0,0,0,1,0,1593580.0000000002
5123,9512,9512,3,2017,17.5,3.0,2.0,2.0,180.0,134.0,1976.5,-37.93898,145.13648,1,0,0,0,1,0,0,0,1,0,0,812050.0000000001
5124,9516,9516,4,2017,20.6,4.0,2.0,2.0,560.0,196.1,2007.0,-37.59943,144.91439,1,0,0,0,1,0,0,0,1,0,0,654000.0
5125,9520,9520,4,2017,23.0,4.0,2.0,2.0,841.0,196.0,2016.0,-37.76917,145.29265,1,0,0,0,1,0,0,0,0,1,0,893800.0000000001
5126,9525,9525,4,2017,22.2,4.0,2.0,2.0,840.0,237.0,1980.0,-37.97824,145.12949,1,0,0,0,1,0,0,0,0,1,0,1199000.0
5127,9528,9528,4,2017,12.4,4.0,2.0,2.0,280.0,200.0,2008.0,-37.79423,145.13696,1,0,0,1,0,0,0,0,1,0,0,1220800.0
5128,9532,9532,3,2017,14.3,3.0,2.0,1.0,236.0,145.0,1980.0,-37.78963,145.16973,0,0,1,0,1,0,0,0,0,1,0,926500.0000000001
5129,9534,9534,4,2017,14.3,4.0,3.0,2.0,284.0,180.0,2006.0,-37.79773,145.15141,1,0,0,1,0,0,0,0,0,1,0,1226250.0
5130,9536,9536,3,2017,1.3,3.0,1.0,0.0,118.0,177.0,1890.0,-37.81351,144.98804,1,0,0,1,0,0,0,0,1,0,0,2043750.0000000002
5131,9537,9537,2,2017,1.3,2.0,2.0,1.0,87.0,115.0,2005.0,-37.81803,144.9892,0,1,0,0,1,0,0,0,0,0,1,1471500.0
5132,9538,9538,3,2017,7.2,3.0,1.0,0.0,377.0,133.0,1915.0,-37.88783,145.01324,1,0,0,0,0,0,1,0,0,1,0,1591400.0000000002
5133,9539,9539,2,2017,7.2,2.0,1.0,1.0,1172.0,69.0,1970.0,-37.88533,145.01049,0,0,1,0,1,0,0,0,0,1,0,599500.0
5134,9541,9541,4,2017,18.0,4.0,2.0,2.0,816.0,243.0,1966.0,-37.72308,145.14011,1,0,0,0,0,0,1,0,1,0,0,1160850.0
5135,9542,9542,4,2017,18.0,4.0,2.0,3.0,1004.0,184.0,1985.0,-37.69999,145.1617,1,0,0,0,1,0,0,0,0,1,0,1065475.0
5136,9546,9546,2,2017,7.2,2.0,1.0,1.0,1953.742331288344,87.0,1935.0,-37.8835,144.99549,0,0,1,0,1,0,0,0,1,0,0,882900.0000000001
5137,9549,9549,2,2017,7.2,2.0,1.0,1.0,1953.742331288344,74.0,1960.0,-37.88042,144.9818,0,0,1,0,1,0,0,0,0,1,0,591870.0
5138,9551,9551,4,2017,19.6,4.0,1.0,3.0,558.0,159.0,1980.0,-37.64666,145.03062,1,0,0,0,0,0,1,0,0,1,0,719400.0
