,Unnamed: 0,level_0,index,Rooms,Date,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
12331,19829,19846,19871,3,2017,3.0,1.0,2.0,1977.0,,1977.0,-37.95678,145.06133,960000.0,1,0,0,0,1,0,0,0,0,1,0
12332,19830,19847,19872,3,2017,3.0,2.0,2.0,657.0,195.0,1958.0,-37.95499,145.06775,1295000.0,1,0,0,0,1,0,0,0,0,1,0
12333,19831,19848,19873,3,2017,3.0,1.0,1.0,1972.9545454545453,128.0,1955.0,-37.91739,145.11773,1238888.0,1,0,0,0,0,0,1,0,1,0,0
12334,19832,19849,19874,2,2017,2.0,1.0,2.0,914.0,89.0,1970.0,-37.93524,145.1306,575000.0,0,0,1,0,0,0,1,0,0,1,0
12335,19834,19851,19876,3,2017,3.0,1.0,1.0,1948.668292682927,,1948.668292682927,-37.75463,144.97088,1020000.0,1,0,0,0,1,0,0,0,1,0,0
12336,19835,19852,19877,4,2017,4.0,1.0,1.0,560.0,,1948.668292682927,-37.74192,144.95097,1055000.0,1,0,0,0,1,0,0,0,0,1,0
12337,19836,19853,19878,4,2017,4.0,1.0,1.0,452.0,,1948.668292682927,-37.75089,144.94833,1080000.0,1,0,0,0,0,0,0,1,1,0,0
12338,19837,19854,19879,2,2017,2.0,2.0,1.0,1948.668292682927,97.0,2008.0,-37.73673,144.97013,685000.0,0,1,0,0,0,0,1,0,0,1,0
12339,19838,19855,19880,2,2017,2.0,1.0,1.0,1948.668292682927,86.0,1960.0,-37.74547,144.95223,550000.0,1,0,0,0,0,0,0,1,1,0,0
12340,19839,19856,19881,3,2017,3.0,1.0,4.0,460.0,141.0,1920.0,-37.74513,144.95458,1210000.0,1,0,0,0,1,0,0,0,0,1,0
12341,19840,19857,19882,2,2017,2.0,2.0,1.0,1965.0,103.0,2000.0,-37.73615,144.97455,631000.0,0,1,0,0,1,0,0,0,0,1,0
12342,19841,19858,19883,4,2017,4.0,1.0,5.0,565.0,,1969.8125,-37.72525,144.96583,926000.0,1,0,0,0,0,0,1,0,0,1,0
12343,19842,19859,19884,3,2017,3.0,1.0,2.0,551.0,118.0,1975.0,-37.65532,144.93393,457000.0,1,0,0,0,1,0,0,0,0,1,0
12344,19843,19860,19885,4,2017,4.0,2.0,1.0,2003.549668874172,195.0,1985.0,-37.61099,144.93901,560000.0,1,0,0,0,0,0,0,1,0,1,0
12345,19844,19861,19886,4,2017,4.0,2.0,2.0,406.0,,2003.549668874172,-37.57008,144.90388,505000.0,1,0,0,0,1,0,0,0,0,1,0
12346,19845,19862,19887,3,2017,3.0,2.0,2.0,2003.549668874172,154.0,2010.0,-37.57095,144.92584,497500.0,1,0,0,0,1,0,0,0,1,0,0
12347,19847,19864,19889,3,2017,3.0,1.0,2.0,1972.3333333333333,203.0,1930.0,-37.79348,145.2872,640000.0,0,0,1,0,0,0,1,0,0,1,0
12348,19848,19865,19890,4,2017,4.0,2.0,2.0,655.0,184.0,1965.0,-37.79725,145.29651,730000.0,1,0,0,0,0,0,0,1,0,1,0
12349,19850,19867,19892,3,2017,3.0,1.0,8.0,1082.0,,1972.3333333333333,-37.80618,145.27755,1005000.0,1,0,0,0,1,0,0,0,0,0,1
12350,19851,19868,19893,3,2017,3.0,2.0,2.0,659.0,131.0,1987.0,-37.77473,145.26256,790000.0,1,0,0,0,1,0,0,0,0,0,1
12351,19852,19869,19894,3,2017,3.0,2.0,2.0,899.0,,1986.3333333333333,-37.78028,145.26581,931000.0,1,0,0,0,1,0,0,0,0,0,1
12352,19853,19870,19895,4,2017,4.0,3.0,4.0,1986.3333333333333,246.0,1988.0,-37.76824,145.26384,1000000.0,1,0,0,0,0,0,1,0,0,0,1
12353,19855,19872,19897,3,2017,3.0,2.0,1.0,1007.0,250.0,1980.0,-37.76653,145.29163,857000.0,1,0,0,0,1,0,0,0,0,1,0
12354,19856,19873,19898,3,2017,3.0,1.0,1.0,627.0,97.0,1960.0,-37.66781,144.93809,477000.0,1,0,0,0,1,0,0,0,0,1,0
12355,19857,19874,19899,3,2017,3.0,1.0,1.0,372.0,,1974.04,-37.98383,145.20342,500000.0,1,0,0,0,1,0,0,0,0,1,0
12356,19858,19875,19900,3,2017,3.0,2.0,1.0,673.0,125.0,1995.0,-37.98096,145.22621,510000.0,1,0,0,0,1,0,0,0,0,0,1
12357,19859,19876,19901,3,2017,3.0,1.0,2.0,544.0,,1977.735294117647,-37.95135,145.19806,632000.0,1,0,0,0,0,0,1,0,0,0,1
12358,19860,19877,19902,3,2017,3.0,1.0,3.0,1977.735294117647,,1977.735294117647,-37.96777,145.21613,610000.0,1,0,0,0,1,0,0,0,0,0,1
12359,19862,19879,19904,4,2017,4.0,2.0,1.0,1977.735294117647,,1977.735294117647,-37.94458,145.21472,750000.0,1,0,0,0,0,0,1,0,0,1,0
12360,19863,19880,19905,4,2017,4.0,2.0,4.0,2009.5,313.0,2010.0,-37.79358,144.76327,850000.0,1,0,0,0,1,0,0,0,0,1,0
12361,19864,19881,19906,4,2017,4.0,2.0,2.0,879.0,235.0,1995.0,-37.68001,145.16,950000.0,1,0,0,0,0,0,1,0,1,0,0
12362,19865,19882,19907,4,2017,4.0,2.0,2.0,615.0,,1982.142857142857,-37.96746,145.12788,955000.0,1,0,0,0,1,0,0,0,0,0,1
12363,19866,19883,19908,4,2017,4.0,2.0,3.0,652.0,218.0,1970.0,-37.78145,145.13598,1375000.0,1,0,0,0,1,0,0,0,1,0,0
12364,19869,19886,19911,4,2017,4.0,2.0,2.0,1979.1531531531527,248.0,1975.0,-37.7832,145.10931,1275000.0,1,0,0,0,0,0,0,1,1,0,0
12365,19870,19887,19912,5,2017,5.0,3.0,2.0,630.0,,1979.1531531531527,-37.78151,145.12515,1820000.0,1,0,0,0,1,0,0,0,0,1,0
12366,19871,19888,19913,3,2017,3.0,1.0,3.0,713.0,,1981.1296296296296,-37.79507,145.15914,1482000.0,1,0,0,0,1,0,0,0,1,0,0
12367,19872,19889,19914,3,2017,3.0,2.0,2.0,1981.1296296296296,136.0,2007.0,-37.79694,145.15304,1050000.0,1,0,0,1,0,0,0,0,1,0,0
12368,19873,19890,19915,4,2017,4.0,2.0,2.0,775.0,,1981.1296296296296,-37.80126,145.1665,1470000.0,1,0,0,1,0,0,0,0,1,0,0
12369,19874,19891,19916,3,2017,3.0,2.0,2.0,1981.1296296296296,,1981.1296296296296,-37.78991,145.1489,1050000.0,0,0,1,0,1,0,0,0,1,0,0
12370,19876,19893,19918,4,2017,4.0,2.0,2.0,723.0,235.0,2009.0,-37.79545,145.15372,1175000.0,0,1,0,0,1,0,0,0,1,0,0
12371,19877,19894,19919,3,2017,3.0,1.0,2.0,1981.1296296296296,112.0,1960.0,-37.79542,145.15579,937000.0,1,0,0,0,1,0,0,0,1,0,0
12372,19878,19895,19920,3,2017,3.0,1.0,2.0,1981.1296296296296,,1975.0,-37.79484,145.16588,800000.0,0,0,1,0,0,0,1,0,0,1,0
12373,19880,19897,19922,3,2017,3.0,2.0,1.0,646.0,170.0,1975.0,-37.78758,145.16792,1381000.0,1,0,0,0,1,0,0,0,1,0,0
12374,19882,19899,19924,3,2017,3.0,1.0,2.0,1981.1296296296296,132.0,1970.0,-37.79324,145.15695,1701000.0,1,0,0,0,1,0,0,0,1,0,0
12375,19883,19900,19925,3,2017,3.0,2.0,1.0,848.0,,1981.1296296296296,-37.78693,145.16384,1620000.0,1,0,0,0,1,0,0,0,0,1,0
12376,19884,19901,19926,3,2017,3.0,2.0,2.0,247.0,,1983.0344827586207,-37.79056,145.17512,1171000.0,0,1,0,0,1,0,0,0,0,1,0
12377,19885,19902,19927,4,2017,4.0,2.0,2.0,387.0,,2010.6666666666667,-37.59589,145.11364,555000.0,1,0,0,0,1,0,0,0,0,1,0
12378,19886,19903,19928,3,2017,3.0,1.0,2.0,1968.0,87.0,1950.0,-37.99177,145.23669,500500.0,1,0,0,0,1,0,0,0,0,0,1
12379,19891,19908,19933,3,2017,3.0,2.0,2.0,662.0,,1984.6666666666667,-37.70519,145.13315,881017.0,1,0,0,0,0,0,1,0,0,1,0
12380,19893,19910,19935,1,2017,1.0,1.0,2.0,1953.742331288344,,1953.742331288344,-37.88195,144.97854,660000.0,0,0,1,0,1,0,0,0,0,0,1
12381,19895,19912,19937,2,2017,2.0,1.0,0.0,643.0,,1950.0,-37.87571,144.98702,670000.0,0,0,1,0,0,0,0,1,0,1,0
12382,19896,19913,19938,3,2017,3.0,1.0,2.0,1986.7142857142856,97.0,1975.0,-37.97058,145.26699,613000.0,1,0,0,0,1,0,0,0,0,1,0
12383,19897,19914,19939,4,2017,4.0,2.0,2.0,1995.1538461538464,,1995.1538461538464,-37.64584,145.04544,620000.0,1,0,0,0,1,0,0,0,1,0,0
12384,19898,19915,19940,4,2017,4.0,1.0,5.0,548.0,,1995.1538461538464,-37.65256,145.04093,652000.0,1,0,0,0,1,0,0,0,0,1,0
12385,19899,19916,19941,3,2017,3.0,1.0,2.0,654.0,,1995.1538461538464,-37.63923,145.05306,557500.0,1,0,0,0,0,0,1,0,0,0,1
12386,19900,19917,19942,4,2017,4.0,2.0,2.0,1995.1538461538464,,1995.1538461538464,-37.63094,145.0342,599500.0,1,0,0,0,1,0,0,0,0,1,0
12387,19901,19918,19943,3,2017,3.0,2.0,2.0,1995.1538461538464,,1995.1538461538464,-37.63864,145.02928,569000.0,1,0,0,0,1,0,0,0,1,0,0
12388,19902,19919,19944,3,2017,3.0,1.0,2.0,1995.1538461538464,110.0,1980.0,-37.6494,145.04147,582000.0,1,0,0,0,1,0,0,0,1,0,0
12389,19903,19920,19945,4,2017,4.0,1.0,1.0,1963.502732240437,167.0,1970.0,-37.74422,144.92408,1620000.0,1,0,0,1,0,0,0,0,1,0,0
12390,19904,19921,19946,4,2017,4.0,3.0,1.0,205.0,168.0,2010.0,-37.74588,144.927,1185000.0,0,1,0,0,1,0,0,0,1,0,0
12391,19905,19922,19947,3,2017,3.0,2.0,2.0,1963.502732240437,,1963.502732240437,-37.74384,144.89226,1210000.0,1,0,0,0,1,0,0,0,1,0,0
12392,19906,19923,19948,4,2017,4.0,2.0,3.0,920.0,256.0,1990.0,-37.7554,144.92351,2100000.0,1,0,0,0,0,0,0,1,1,0,0
12393,19907,19924,19949,4,2017,4.0,1.0,1.0,478.0,,1963.502732240437,-37.74424,144.89149,900000.0,1,0,0,0,1,0,0,0,1,0,0
12394,19908,19925,19950,3,2017,3.0,1.0,2.0,649.0,,1963.502732240437,-37.74212,144.89256,1500000.0,1,0,0,0,1,0,0,0,1,0,0
12395,19910,19927,19952,2,2017,2.0,1.0,1.0,1963.502732240437,,1963.502732240437,-37.74469,144.89363,850000.0,0,0,1,0,0,0,0,1,1,0,0
12396,19912,19929,19954,3,2017,3.0,2.0,2.0,1969.5217391304348,215.0,2013.0,-37.73618,144.89709,1260000.0,1,0,0,0,1,0,0,0,1,0,0
12397,19913,19930,19955,3,2017,3.0,2.0,1.0,256.0,125.0,2000.0,-37.73594,144.89929,801000.0,0,0,1,0,1,0,0,0,1,0,0
12398,19914,19931,19956,3,2017,3.0,2.0,1.0,292.0,117.0,1930.0,-37.77788,145.01964,1492000.0,1,0,0,0,1,0,0,0,1,0,0
12399,19915,19932,19957,2,2017,2.0,1.0,2.0,1953.6326530612248,73.0,2012.0,-37.77703,145.01593,746500.0,0,0,1,0,1,0,0,0,1,0,0
12400,19916,19933,19958,2,2017,2.0,1.0,2.0,177.0,84.0,2013.0,-37.70982,144.96397,515000.0,0,1,0,0,0,0,1,0,0,1,0
12401,19917,19934,19959,3,2017,3.0,1.0,2.0,944.0,104.0,1981.0,-37.87558,145.27197,760000.0,1,0,0,0,1,0,0,0,1,0,0
12402,19918,19935,19960,3,2017,3.0,2.0,1.0,203.0,163.0,1890.0,-37.80475,144.98228,2300000.0,1,0,0,0,1,0,0,0,1,0,0
12403,19919,19936,19961,2,2017,2.0,1.0,1.0,1937.5443037974685,63.0,2011.0,-37.79708,144.98042,630000.0,0,0,1,0,1,0,0,0,0,1,0
12404,19921,19938,19963,4,2017,4.0,1.0,3.0,1920.870588235294,,1920.870588235294,-37.77625,144.98623,2136000.0,1,0,0,0,1,0,0,0,1,0,0
12405,19923,19940,19965,2,2017,2.0,1.0,2.0,263.0,,1932.3050847457628,-37.78128,144.92325,1090000.0,1,0,0,0,1,0,0,0,0,1,0
12406,19924,19941,19966,2,2017,2.0,1.0,1.0,1932.3050847457628,,1932.3050847457628,-37.78589,144.92802,530000.0,0,0,1,0,1,0,0,0,1,0,0
12407,19925,19942,19967,3,2017,3.0,1.0,2.0,241.0,119.0,1932.3050847457628,-37.78365,144.93015,1500000.0,1,0,0,0,0,0,0,1,1,0,0
12408,19926,19943,19968,2,2017,2.0,1.0,1.0,1958.109589041096,95.0,2007.0,-37.79919,144.89607,410000.0,0,0,1,0,0,0,1,0,0,1,0
12409,19927,19944,19969,2,2017,2.0,1.0,1.0,1958.109589041096,111.0,1900.0,-37.79617,144.89116,978000.0,1,0,0,0,0,0,1,0,0,1,0
12410,19929,19946,19971,3,2017,3.0,1.0,1.0,1958.109589041096,80.0,2010.0,-37.79643,144.88878,460000.0,0,0,1,0,0,1,0,0,0,1,0
12411,19930,19947,19972,3,2017,3.0,2.0,2.0,121.0,,2014.0,-37.79949,144.88487,810000.0,1,0,0,0,0,0,1,0,0,1,0
12412,19931,19948,19973,2,2017,2.0,1.0,1.0,296.0,296.0,1998.0,-37.83633,145.16873,730000.0,0,0,1,0,0,0,1,0,0,1,0
12413,19934,19951,19976,3,2017,3.0,1.0,1.0,1967.78,147.0,1940.0,-38.14784,145.13143,770000.0,1,0,0,0,1,0,0,0,1,0,0
12414,19935,19952,19977,4,2017,4.0,1.0,3.0,713.0,109.0,1950.0,-38.15675,145.12707,695000.0,1,0,0,0,1,0,0,0,1,0,0
12415,19936,19953,19978,2,2017,2.0,1.0,1.0,1967.78,75.0,1972.0,-38.1393,145.12976,335250.0,0,0,1,0,0,0,1,0,0,1,0
12416,19937,19954,19979,3,2017,3.0,1.0,1.0,972.0,,1967.78,-38.13954,145.13086,938000.0,1,0,0,0,1,0,0,0,1,0,0
12417,19939,19956,19981,3,2017,3.0,2.0,2.0,2405.0,242.0,1980.0,-38.16457,145.12421,1155000.0,1,0,0,0,1,0,0,0,1,0,0
12418,19940,19957,19982,4,2017,4.0,2.0,2.0,1471.0,180.0,1960.0,-38.15984,145.10884,1905000.0,1,0,0,0,1,0,0,0,0,1,0
12419,19941,19958,19983,3,2017,3.0,1.0,2.0,300.0,,1971.76,-37.68416,144.8895,680000.0,1,0,0,0,1,0,0,0,1,0,0
12420,19942,19959,19984,4,2017,4.0,2.0,2.0,729.0,,1980.0,-37.6927,144.89395,670000.0,1,0,0,0,1,0,0,0,1,0,0
12421,19943,19960,19985,3,2017,3.0,1.0,3.0,529.0,117.0,1971.76,-37.69485,144.89092,650000.0,1,0,0,0,0,0,0,1,1,0,0
12422,19944,19961,19986,4,2017,4.0,2.0,3.0,213.0,156.0,1970.0,-37.68247,144.88446,670000.0,1,0,0,0,0,0,0,1,1,0,0
12423,19946,19963,19988,3,2017,3.0,2.0,2.0,400.0,170.0,1900.0,-37.85223,145.08676,1300000.0,1,0,0,0,0,0,0,1,0,1,0
12424,19947,19964,19989,4,2017,4.0,2.0,2.0,728.0,,1955.591928251121,-37.85541,145.0639,2825000.0,1,0,0,1,0,0,0,0,0,1,0
12425,19948,19965,19990,4,2017,4.0,3.0,2.0,276.0,,1955.591928251121,-37.8616,145.06801,1770000.0,1,0,0,0,0,0,1,0,0,0,1
12426,19949,19966,19991,2,2017,2.0,2.0,1.0,1955.591928251121,,1965.0,-37.85909,145.04219,782500.0,0,0,1,0,1,0,0,0,0,1,0
12427,19950,19967,19992,2,2017,2.0,1.0,2.0,1955.591928251121,,1955.591928251121,-37.85597,145.04937,1200000.0,1,0,0,1,0,0,0,0,0,1,0
12428,19951,19968,19993,2,2017,2.0,1.0,1.0,848.0,,1955.591928251121,-37.85875,145.08441,1910000.0,1,0,0,0,1,0,0,0,0,1,0
12429,19952,19969,19994,3,2017,3.0,1.0,1.0,645.0,,1955.591928251121,-37.85341,145.09189,1850000.0,1,0,0,0,1,0,0,0,0,1,0
12430,19953,19970,19995,3,2017,3.0,2.0,2.0,656.0,,1930.0,-37.86521,145.07034,2152500.0,1,0,0,0,1,0,0,0,0,1,0
12431,19954,19971,19996,4,2017,4.0,2.0,2.0,1955.591928251121,269.0,1955.591928251121,-37.85016,145.07544,1622500.0,1,0,0,0,0,0,1,0,0,1,0
12432,19956,19973,19998,3,2017,3.0,2.0,2.0,203.0,,1955.591928251121,-37.86248,145.06682,1160000.0,0,1,0,0,1,0,0,0,0,0,1
12433,19957,19974,19999,2,2017,2.0,1.0,1.0,310.0,,1980.206896551724,-37.89291,145.15399,791000.0,0,0,1,0,1,0,0,0,0,1,0
12434,19960,19977,20002,3,2017,3.0,2.0,2.0,1980.206896551724,,1980.206896551724,-37.88994,145.16821,1026000.0,0,0,1,0,1,0,0,0,1,0,0
12435,19962,19979,20004,3,2017,3.0,1.0,1.0,697.0,,1974.645569620253,-37.70239,144.91289,815000.0,1,0,0,0,1,0,0,0,0,1,0
12436,19964,19981,20006,4,2017,4.0,1.0,3.0,649.0,122.0,1960.0,-37.7022,144.92241,835000.0,1,0,0,0,1,0,0,0,1,0,0
12437,19965,19982,20007,3,2017,3.0,1.0,2.0,655.0,110.0,1960.0,-37.70608,144.92541,830000.0,1,0,0,0,1,0,0,0,1,0,0
12438,19966,19983,20008,3,2017,3.0,1.0,3.0,760.0,,1960.0,-37.70189,144.93294,815000.0,1,0,0,1,0,0,0,0,1,0,0
12439,19969,19986,20011,3,2017,3.0,1.0,3.0,618.0,116.0,1960.0,-37.69836,144.93891,780000.0,1,0,0,0,0,0,1,0,0,1,0
12440,19970,19987,20012,4,2017,4.0,2.0,2.0,2679.0,4.0,2005.0,-37.70207,144.89805,635000.0,1,0,0,0,0,0,1,0,0,1,0
12441,19974,19991,20016,3,2017,3.0,1.0,2.0,676.0,,1975.0806451612905,-37.71825,145.09488,700000.0,1,0,0,0,0,0,0,1,1,0,0
12442,19975,19992,20017,3,2017,3.0,2.0,1.0,1975.0806451612905,145.0,1940.0,-37.69809,145.11523,895000.0,1,0,0,0,1,0,0,0,0,1,0
12443,19977,19994,20019,4,2017,4.0,2.0,2.0,1057.0,195.0,1995.0,-37.65467,144.9035,797000.0,1,0,0,0,1,0,0,0,1,0,0
12444,19980,19997,20022,2,2017,2.0,1.0,2.0,1966.95,73.0,1990.0,-37.93622,145.0243,543500.0,0,0,1,0,1,0,0,0,1,0,0
12445,19981,19998,20023,4,2017,4.0,2.0,4.0,728.0,,1966.95,-37.94437,145.00288,2675000.0,1,0,0,0,1,0,0,0,0,1,0
12446,19983,20000,20025,4,2017,4.0,2.0,2.0,1966.95,240.0,2014.0,-37.94165,145.0157,2499000.0,1,0,0,0,1,0,0,0,0,1,0
12447,19984,20001,20026,4,2017,4.0,3.0,2.0,699.0,228.0,1985.0,-37.94088,145.0145,1900000.0,1,0,0,0,0,0,0,1,0,1,0
12448,19985,20002,20027,4,2017,4.0,2.0,2.0,766.0,,1966.95,-37.93571,145.0153,2260000.0,1,0,0,0,1,0,0,0,0,1,0
12449,19988,20005,20030,3,2017,3.0,2.0,2.0,1946.548717948718,130.0,1965.0,-37.83009,145.03614,1250000.0,0,1,0,1,0,0,0,0,0,1,0
12450,19989,20006,20031,1,2017,1.0,1.0,1.0,1946.548717948718,,1946.548717948718,-37.83077,145.03404,315000.0,0,0,1,1,0,0,0,0,1,0,0
12451,19990,20007,20032,3,2017,3.0,2.0,3.0,1946.548717948718,,1946.548717948718,-37.82562,145.02398,1900000.0,1,0,0,0,1,0,0,0,0,1,0
12452,19995,20012,20037,3,2017,3.0,1.0,1.0,1966.590909090909,,2004.0,-37.74007,145.05514,685000.0,0,1,0,0,1,0,0,0,1,0,0
12453,19997,20014,20039,3,2017,3.0,2.0,2.0,1966.590909090909,,1966.590909090909,-37.74611,145.05781,921000.0,1,0,0,0,1,0,0,0,0,1,0
12454,19998,20015,20040,3,2017,3.0,2.0,2.0,1973.9,,1973.9,-37.94417,145.02663,1450000.0,1,0,0,0,1,0,0,0,0,1,0
12455,19999,20016,20041,2,2017,2.0,1.0,1.0,1973.9,,2013.0,-37.9512,145.04171,604000.0,0,0,1,0,1,0,0,0,0,1,0
12456,20000,20017,20042,2,2017,2.0,1.0,1.0,1973.9,100.0,1960.0,-37.94487,145.03548,687500.0,0,0,1,0,0,0,1,0,0,1,0
12457,20001,20018,20043,3,2017,3.0,1.0,2.0,1973.9,110.0,1990.0,-37.95362,145.05013,864000.0,0,1,0,0,1,0,0,0,0,1,0
12458,20002,20019,20044,2,2017,2.0,1.0,1.0,254.0,,1973.9,-37.95188,145.05369,832000.0,1,0,0,0,1,0,0,0,0,1,0
12459,20003,20020,20045,3,2017,3.0,3.0,2.0,1999.4358974358972,187.0,2004.0,-37.70404,144.74331,600500.0,1,0,0,0,1,0,0,0,1,0,0
12460,20004,20021,20046,3,2017,3.0,2.0,8.0,1987.7978723404256,,1987.7978723404256,-37.87045,144.68816,640000.0,1,0,0,0,0,0,1,0,1,0,0
12461,20006,20023,20048,3,2017,3.0,2.0,2.0,1987.7978723404256,145.0,1990.0,-37.86235,144.71312,515500.0,1,0,0,0,0,0,1,0,0,1,0
12462,20007,20024,20049,3,2017,3.0,2.0,2.0,1987.7978723404256,123.0,1986.0,-37.86963,144.68812,500000.0,1,0,0,1,0,0,0,0,0,0,1
12463,20008,20025,20050,5,2017,5.0,2.0,2.0,650.0,,1987.7978723404256,-37.85638,144.70671,610000.0,1,0,0,0,0,1,0,0,1,0,0
12464,20009,20026,20051,3,2017,3.0,1.0,1.0,1987.7978723404256,,1987.7978723404256,-37.87105,144.68916,500000.0,1,0,0,0,0,0,0,1,1,0,0
12465,20010,20027,20052,3,2017,3.0,1.0,1.0,1987.7978723404256,,1987.7978723404256,-37.85454,144.67407,465000.0,1,0,0,0,1,0,0,0,1,0,0
12466,20011,20028,20053,4,2017,4.0,1.0,2.0,570.0,,1987.7978723404256,-37.87552,144.69648,555000.0,1,0,0,1,0,0,0,0,1,0,0
12467,20013,20030,20055,3,2017,3.0,1.0,3.0,594.0,,1963.75,-37.9028,145.10605,1080000.0,1,0,0,0,1,0,0,0,0,1,0
12468,20016,20033,20058,2,2017,2.0,1.0,1.0,1959.0,,1959.0,-37.7712,145.05823,629000.0,0,0,1,0,0,0,1,0,0,1,0
12469,20018,20035,20060,5,2017,5.0,2.0,4.0,647.0,207.0,1983.0,-37.73726,144.82998,750000.0,1,0,0,0,0,0,1,0,0,1,0
12470,20020,20037,20062,4,2017,4.0,1.0,2.0,612.0,,1983.3465346534651,-37.75035,144.86431,1010000.0,1,0,0,0,1,0,0,0,1,0,0
12471,20021,20038,20063,3,2017,3.0,2.0,1.0,1983.3465346534651,180.0,2010.0,-37.73124,144.8724,870000.0,1,0,0,0,0,0,0,1,1,0,0
12472,20022,20039,20064,2,2017,2.0,1.0,1.0,1962.7978723404256,101.0,1910.0,-37.79207,144.92547,950000.0,1,0,0,0,1,0,0,0,0,0,1
12473,20023,20040,20065,1,2017,1.0,1.0,1.0,1962.7978723404256,68.0,1997.0,-37.79225,144.92229,535000.0,0,1,0,0,1,0,0,0,0,1,0
12474,20024,20041,20066,4,2017,4.0,2.0,2.0,838.0,,1947.59649122807,-37.80894,145.05853,3060000.0,1,0,0,0,1,0,0,0,0,1,0
12475,20025,20042,20067,4,2017,4.0,2.0,4.0,350.0,168.0,1900.0,-37.80127,145.03733,1690000.0,1,0,0,0,1,0,0,0,1,0,0
12476,20026,20043,20068,4,2017,4.0,2.0,2.0,1947.59649122807,,1947.59649122807,-37.81065,145.02146,3400000.0,1,0,0,0,1,0,0,0,1,0,0
12477,20030,20047,20072,4,2017,4.0,2.0,2.0,12300.0,,1940.0,-37.79459,145.03921,1600000.0,1,0,0,0,0,0,0,1,0,1,0
12478,20031,20048,20073,3,2017,3.0,2.0,2.0,1954.114754098361,,1992.0,-37.79356,145.05364,1020000.0,0,1,0,0,0,0,0,1,1,0,0
12479,20032,20049,20074,3,2017,3.0,1.0,1.0,1969.0,105.0,1970.0,-37.79737,145.31847,762000.0,1,0,0,0,1,0,0,0,1,0,0
12480,20033,20050,20075,3,2017,3.0,2.0,4.0,1978.071428571429,,1978.071428571429,-37.73931,144.77552,593000.0,1,0,0,0,1,0,0,0,1,0,0
12481,20036,20053,20078,3,2017,3.0,1.0,1.0,1931.8461538461536,76.0,1920.0,-37.80981,144.8796,1140000.0,1,0,0,0,1,0,0,0,0,1,0
12482,20037,20054,20079,3,2017,3.0,1.0,2.0,888.0,,1976.2954545454545,-37.66075,145.01133,685000.0,1,0,0,0,1,0,0,0,1,0,0
12483,20038,20055,20080,4,2017,4.0,2.0,2.0,500.0,,1976.2954545454545,-37.65936,144.9967,715000.0,1,0,0,0,1,0,0,0,1,0,0
12484,20039,20056,20081,3,2017,3.0,1.0,1.0,551.0,,1976.2954545454545,-37.66613,145.01347,685500.0,1,0,0,0,1,0,0,0,0,1,0
12485,20043,20060,20086,3,2017,3.0,2.0,2.0,147.0,125.0,2015.0,-37.78538,144.87959,722000.0,0,1,0,0,1,0,0,0,0,1,0
12486,20045,20062,20088,2,2017,2.0,1.0,2.0,1952.159090909091,,1952.159090909091,-37.8512,145.03616,751500.0,0,0,1,0,0,0,1,0,1,0,0
12487,20048,20065,20091,5,2017,5.0,3.0,2.0,1952.159090909091,,1952.159090909091,-37.84763,145.03384,4350000.0,1,0,0,1,0,0,0,0,0,1,0
12488,20050,20067,20093,3,2017,3.0,1.0,1.0,641.0,,1946.323863636364,-37.87811,145.07778,1430000.0,1,0,0,0,1,0,0,0,0,1,0
12489,20052,20069,20095,3,2017,3.0,2.0,2.0,359.0,185.0,2008.0,-37.78606,144.88459,983000.0,1,0,0,0,1,0,0,0,0,1,0
12490,20054,20071,20097,3,2017,3.0,2.0,2.0,1985.1121495327104,,2004.0,-37.76482,144.88661,855000.0,0,1,0,0,1,0,0,0,1,0,0
12491,20055,20072,20098,4,2017,4.0,3.0,2.0,572.0,,1982.2692307692307,-37.65465,144.92182,560000.0,1,0,0,0,1,0,0,0,0,1,0
12492,20056,20073,20099,3,2017,3.0,2.0,2.0,452.0,140.0,1992.0,-37.64023,144.91399,482000.0,1,0,0,0,1,0,0,0,1,0,0
12493,20057,20074,20100,3,2017,3.0,2.0,2.0,1982.2692307692307,112.0,1980.0,-37.64714,144.92237,390000.0,1,0,0,0,0,0,1,0,0,1,0
12494,20059,20076,20102,5,2017,5.0,2.0,2.0,590.0,,1975.9615384615383,-37.68217,144.56926,460000.0,1,0,0,0,1,0,0,0,1,0,0
12495,20060,20077,20103,4,2017,4.0,1.0,1.0,1975.9615384615383,,1975.9615384615383,-37.69017,144.57831,370000.0,1,0,0,0,1,0,0,0,0,1,0
12496,20061,20078,20104,3,2017,3.0,1.0,2.0,583.0,103.0,1980.0,-37.68146,144.57106,430000.0,1,0,0,0,1,0,0,0,1,0,0
12497,20063,20080,20106,3,2017,3.0,2.0,2.0,575.0,172.0,2016.0,-37.66745,144.55857,438000.0,1,0,0,0,1,0,0,0,0,1,0
12498,20064,20081,20107,4,2017,4.0,2.0,2.0,530.0,216.0,1980.0,-37.98368,145.09237,900000.0,1,0,0,1,0,0,0,0,0,1,0
12499,20065,20082,20108,3,2017,3.0,2.0,2.0,535.0,132.0,1985.0,-37.98329,145.0918,960500.0,1,0,0,0,1,0,0,0,0,1,0
